strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ERR1541396	Klebsiella pneumoniae	strong	541	418613	1459429	5541056	no	-	ST29	1	1	1	1	ybt 9; ICEKp3	181	-	0	-	0	-	0	-	0	-	wzi27	KL10	K10	*	Very high	96.64%		O1/O2v1	O1ab	none	Very high	98.64%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	CTX-M-15	-	-	SHV-187	-	-	-	-	-	-	ST29	2	3	2	2	6	4	4	5	11	6	5	1	171	172	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541398	Klebsiella pneumoniae	strong	362	374760	1630378	5615127	no	-	ST36	2	0	0	0	ybt unknown	0	clb 3	17-1LV	-	0	-	0	-	0	-	wzi27	KL27	K27	none	Very high	100.00%		O1/O2v2	O2afg	none	Very high	98.43%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	CTX-M-103?-58%	ST36	2	1	2	1	7	1	7	6	15	5*	96	57	165	169*	73	57	4*	2	2	10	2	2	2	2	2	8	2*	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541402	Klebsiella pneumoniae	strong	55	354470	901413	5052824	no	-	ST200	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL122	unknown (KL122)	none	Very high	99.99%		O1/O2v2	O2afg	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST200	2	1	2	1	12	1	68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541403	Klebsiella pneumoniae	strong	124	392404	974357	5553203	no	-	ST985	1	1	8	12	ybt 16; ICEKp12	277	-	0	-	0	-	0	-	0	-	wzi39	KL39	K39	none	Very high	99.55%		O1/O2v2	O1ab	none	Very high	99.35%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-187	-	-	-	-	-	-	ST985	10	3	2	2	6	4	4	6	15	5	4	11	33	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541406	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	95	436761	1561956	5715172	no	-	ST2673	0	2	4	4	-	0	-	0	-	0	-	0	-	0	-	-	KL56	K56	*	Very high	96.94%		O12	O12	none	Very high	98.71%		-	-	-	qnrB4	-	-	-	-	-	-	-	dfrA17	DHA-1	-	-	-	OXA-48	OKP-B-5^	-	-	-	-	-	aadA5?-42%;sul1?-69%	ST2673	18	22	26	22	94	20	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541408	Klebsiella pneumoniae	strong	134	207128	431042	5442202	no	-	ST15	0	1	8	11	-	0	-	0	-	0	-	0	-	0	-	wzi93	KL112	unknown (KL112)	?	Good	98.65%		O1/O2v1	O1ab	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541410	Klebsiella pneumoniae	strong	161	392002	977453	5436693	no	-	ST160	0	0	6	8	-	0	-	0	-	0	-	0	-	0	-	wzi149	KL62	K62	none	Very high	99.83%		O1/O2v1	O1ab	none	Very high	98.86%		strA.v1^;strB.v1	-	-	-	-	ereA2	catA1^	-	sul1;sul2*	-	-	dfrA5	TEM-1D.v1^	-	-	-	-	SHV-119^	35Q	-	-	-	-	-	ST160	10	7	1	1	1	1	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541411	Klebsiella pneumoniae	strong	100	376467	1111640	5390521	no	-	ST35	1	1	2	2	ybt 8; ICEKp9	168-1LV	-	0	-	0	-	0	-	0	-	wzi37	KL22	K22	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	dfrA14.v2*	-	-	CTX-M-3	-	-	SHV-33	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	5	11	45	5	1	99	98	9	29	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541417	Escherichia coli / Shigella	strong	294	174922	446586	5122438	no	-	NA	0	2	10	19	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL113)	unknown (KL113)	?-*	None	78.28%	KL113_02_cpsACP,KL113_03_wzi,KL113_04_wza,KL113_05_wzb,KL113_06_wzc,KL113_07_wzx,KL113_08,KL113_09,KL113_10,KL113_11_wcoS,KL113_13_wcaG,KL113_14,KL113_15_wcaI,KL113_16_wcaJ	O5	O5	*	High	91.40%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA5;strA.v1^;strB.v1	-	-	qnrS1	-	mphA	CatB4.v1?	-	sul1;sul2*	tet(B).v2*;tetR	-	dfrA17	AmpC1*;CMY-2.v2;OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-181	-	-	-	-	-	mphB.v2*?-0%	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541418	Klebsiella pneumoniae	strong	91	349248	707734	5218506	no	-	ST1228	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi96	KL38	K38	none	Very high	99.71%		O3b	O3b	none	Very high	99.28%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST1228	2	9	2	1	13	1	217	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541420	Klebsiella pneumoniae	strong	70	350378	1111640	5353281	no	-	ST35	1	0	0	0	ybt 8; ICEKp9	168-1LV	-	0	-	0	-	0	-	0	-	wzi37	KL22	K22	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	5	11	45	5	1	99	98	9	29	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541422	Klebsiella oxytoca	strong	111	244727	1123864	5794660	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL62)	unknown (K62)	?-+*	None	79.48%	KL62_02_cpsACP,KL62_09,KL62_10,KL62_12,KL62_13,KL62_14	O5	O5	*	High	81.47%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-10*	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	25*	178*	148*	42*	161*	533*	39*	57*-0%	124*-0%	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541424	Klebsiella pneumoniae	strong	104	265895	466619	5414285	no	-	ST15	0	0	5	5	-	0	-	0	-	0	-	0	-	0	-	wzi93	KL112	unknown (KL112)	none	Very high	98.65%		O1/O2v1	O1ab	none	Very high	98.51%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	tet(A).v1	-	-	TEM-1D.v1^	-	-	-	-	SHV-28^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541425	Klebsiella pneumoniae	strong	110	252986	612150	5574781	no	-	ST420	0	0	2	3	-	0	-	0	-	0	-	0	-	0	-	wzi95	KL20	K20	none	Very high	99.97%		O1/O2v1	O1ab	none	Very high	98.60%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2*	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST420	2	1	65	2	5	1	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541427	Klebsiella pneumoniae	strong	78	350378	1111640	5346665	no	-	ST35	1	0	0	0	ybt 8; ICEKp9	168-1LV	-	0	-	0	-	0	-	0	-	wzi37	KL22	K22	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	5	11	45	5	1	99	98	9	29	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541436	Klebsiella pneumoniae	strong	108	389811	770771	5462843	no	-	ST530	1	2	4	5	ybt 13; ICEKp2	303-1LV	-	0	-	0	-	0	-	0	-	wzi115	KL54	K54	none	Very high	99.94%		O1/O2v2	O1ab	none	Very high	99.16%		strA.v1*;strB.v1	-	-	-	-	-	-	-	sul2*	-	-	dfrA14.v2*	-	-	-	-	OXA-48	SHV-1^	-	-	-	-	-	-	ST530	2	39	2	1	1	4	24	6	4	20	61	1	253	299	2	76	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541437	Klebsiella pneumoniae	strong	76	473978	1394478	5540519	no	-	ST17	1	0	5	6	ybt 15; ICEKp11	230-2LV	-	0	-	0	-	0	-	0	-	wzi141	KL25	K25	-	High	99.16%	KL25_09_wfeD	O5	O5	*	High	94.21%		strA.v1*;strB.v1*	-	-	-	-	mphA	-	-	sul2	tet(A).v1	-	dfrA14.v2*	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	351	34	14	1	4	179	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541438	Klebsiella pneumoniae	strong	104	359742	776742	5448472	no	-	ST17	1	0	0	0	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	K25	-	High	99.17%	KL25_09_wfeD	O5	O5	*	High	94.21%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541440	Klebsiella pneumoniae	strong	106	359764	776742	5448702	no	-	ST17	1	0	0	0	ybt 15; ICEKp11	231	-	0	-	0	-	0	-	0	-	wzi141	KL25	K25	-	High	99.17%	KL25_09_wfeD	O5	O5	*	High	94.21%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	33	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541441	Klebsiella pneumoniae	strong	67	439949	847985	5247114	no	-	ST940	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL48	K48	?-*	Good	94.79%	KL48_18_rmlA,KL48_20_rmlC	OL103	unknown (OL103)	?-*	Good	94.64%	OL103_01_rmlC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST940	2	1	62	26	10	1	91	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541442	Klebsiella pneumoniae	strong	308	418560	1064645	5657206	no	-	ST29	1	0	5	5	ybt 14; ICEKp5	132-2LV	-	0	-	0	-	0	-	0	-	wzi115	KL54	K54	none	Very high	99.93%		O1/O2v2	O1ab	none	Very high	99.15%		-	-	-	qnrS1	-	-	floR.v1*	-	sul2	tet(A).v1	-	-	LAP-2	-	-	-	-	SHV-187	-	-	-	-	-	dfrA16.v1?-0%	ST29	2	3	2	2	6	4	4	4	113	5	120	1	263	273	2	4	4	211	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541443	Klebsiella pneumoniae	strong	107	287039	630042	5384142	no	-	ST219	0	1	6	10	-	0	-	0	-	0	-	0	-	0	-	wzi177	KL114	unknown (KL114)	none	Very high	99.78%		O1/O2v1	O1ab	none	Very high	98.55%		aadA2^;aph3-Ia.v1^;strA.v1*;strB.v1*	-	-	qnrS1	-	mphA	-	-	sul1;sul2	-	-	dfrA12	-	-	CTX-M-15	-	-	SHV-1^	-	-	-	-	-	-	ST219	2	1	2	3	27	1	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541444	Klebsiella pneumoniae	strong	84	373135	699771	5341821	no	-	ST37	1	0	0	0	ybt 13; ICEKp2	303-1LV	-	0	-	0	-	0	-	0	-	wzi331	KL7	K7	?-	Good	99.17%	KL7_19_manB	O3b	O3b	?-	Good	99.12%	O3b_02_manB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST37	2	9	2	1	13	1	16	6	4	20	61	1	253	428	2	76	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541446	Klebsiella pneumoniae	strong	69	442853	1044841	5635408	no	-	ST525	0	3	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi45	KL45	K45	none	Very high	98.43%		O1/O2v2	O1ab	none	Very high	99.12%		aac(6')-IIc;aac(6')-Ib;rmtF	-	-	qnrS1	-	-	-	arr-2	sul1	tet(A).v1	-	dfrA1.v1	-	-	-	-	VIM-1	SHV-11^	35Q	OmpK35-0%	MgrB-0%	GyrA-83I;ParC-80I	-	-	ST525	4	4	1	1	48	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541447	Klebsiella pneumoniae	strong	60	442853	968071	5634169	no	-	ST525	0	3	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi45	KL45	K45	none	Very high	98.43%		O1/O2v2	O1ab	none	Very high	99.12%		aac(6')-IIc;aac(6')-Ib;rmtF	-	-	qnrS1	-	-	-	arr-2	sul1	tet(A).v1	-	dfrA1.v1	-	-	-	-	VIM-1	SHV-11^	35Q	OmpK35-0%;OmpK36-34%	MgrB-0%	GyrA-83I;ParC-80I	-	-	ST525	4	4	1	1	48	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541449	Klebsiella pneumoniae	strong	84	442853	1044841	5647023	no	-	ST525	0	3	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi45	KL45	K45	none	Very high	98.43%		O1/O2v2	O1ab	none	Very high	99.12%		aac(6')-IIc;aac(6')-Ib;rmtF	-	-	qnrS1	-	-	-	arr-2	sul1	tet(A).v1	-	dfrA1.v1	-	-	-	-	VIM-1	SHV-11^	35Q	OmpK35-0%	MgrB-0%	GyrA-83I;ParC-80I	-	-	ST525	4	4	1	1	48	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541450	Klebsiella pneumoniae	strong	59	442853	1044841	5634376	no	-	ST525	0	3	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi45	KL45	K45	none	Very high	98.43%		O1/O2v2	O1ab	none	Very high	99.12%		aac(6')-IIc;aac(6')-Ib;rmtF	-	-	qnrS1	-	-	-	arr-2	sul1	tet(A).v1	-	dfrA1.v1	-	-	-	-	VIM-1	SHV-11^	35Q	OmpK35-0%	MgrB-0%	GyrA-83I;ParC-80I	-	-	ST525	4	4	1	1	48	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541451	Klebsiella pneumoniae	strong	471	342222	1598375	6283588	no	-	ST405	1	3	10	17	ybt 27; ICEKp22	312	-	0	-	0	-	0	-	0	-	wzi143	KL151	unknown (KL151)	none	Very high	99.23%		O4	O4	none	Very high	99.68%		aac(3)-IIa.v1^;aac(6')-IIc;aac(6')-Ib-cr.v1^;strA.v1^;strB.v1	-	-	qnrB1.v2^;qnrS1	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA1.v1;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48;VIM-1*	SHV-76	35Q	-	MgrB-17%	-	rmtF*?-0%	arr-2?-44%;fosA7*?-0%	ST405	2	1	62	3	10	4	110	6	62	60	4	1	145	148	2	39	69	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541452	Klebsiella pneumoniae	strong	157	289444	672048	5553145	no	-	ST101	1	3	9	9	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	100.00%		O1/O2v1	O1ab	-	High	98.00%	O1/O2v1_06_wbbO	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1?	-	-	tet(D)	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-62%	GyrA-83Y;GyrA-87N;ParC-80I	-	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541455	Klebsiella pneumoniae	strong	90	368630	603842	5449277	no	-	ST111	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi63	KL63	K63	none	Very high	99.36%		O1/O2v2	O1ab	none	Very high	99.29%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST111	2	1	5	1	17	4	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541456	Klebsiella pneumoniae	strong	132	318591	637383	5500176	no	-	ST36	0	0	1	2	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.99%		O1/O2v2	O2afg	none	Very high	98.43%		strA.v1*;strB.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST36	2	1	2	1	7	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541457	Klebsiella pneumoniae	strong	615	316828	516547	5708508	no	-	ST504	1	0	0	0	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi62	KL62	K62	?-	Good	99.32%	KL62_12	O1/O2v1	O1ab	none	Very high	98.66%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-42	25S	-	-	-	-	-	ST504	2	1	1	1	3	3	18	5	124	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541459	Klebsiella pneumoniae	strong	112	263830	1243821	5425094	no	-	ST551	0	1	8	12	-	0	-	0	-	0	-	0	-	0	-	wzi18	KL10	K10	none	Very high	96.63%		O1/O2v1	O1ab	none	Very high	98.06%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11^	35Q	-	-	-	-	fosA7*?-0%	ST551	3	1	1	1	9	4	135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541460	Klebsiella pneumoniae	strong	3464	58639	401717	7648072	no	total_size	ST14	0	1	9	18	-	0	-	0	-	0	-	0	-	0	-	-	KL2	K2	?-	Good	99.75%	KL2_15_gnd	O1/O2v1	O1ab	?	Good	99.98%		aac(3)-IIa.v1^;aac(6')-IIc;aac(6')-Ib-cr.v1^;aadA5?;strA.v1^;strB.v1	-	-	qnrB1.v2^;qnrS1	-	-	CatB4.v1?	arr-2	sul1;sul2	tet(A).v1	-	dfrA1.v1;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28^	-	-	-	-	mphA?-0%	fosA7*?-0%;rmtF?-75%	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtX_96*-16%
ERR1541461	Klebsiella pneumoniae	strong	66	446792	1019066	5448881	no	-	ST105	1	0	0	0	ybt 0; ICEKp2	430-3LV	-	0	-	0	-	0	-	0	-	wzi383	KL102	unknown (KL102)	none	Very high	99.25%		O1/O2v2	O2afg	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST105	2	3	2	1	1	4	18	6	4	144	4	1	131	430	108	4	127	214	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541462	Klebsiella variicola subsp. variicola	strong	256	220447	570805	6022248	no	-	ST3938	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL71	K71	none	Very high	99.37%		O3/O3a	O3/O3a	none	Very high	99.33%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-12	-	-	-	-	-	-	ST3938	16	45	43	27	47	17	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541463	Klebsiella pneumoniae	strong	2134	13234	72890	6653788	no	total_size	ST34-1LV	1	0	0	0	ybt 16; ICEKp12	530-4LV	-	0	-	0	-	0	-	0	-	wzi274	KL30	K30	?-	Good	99.21%	KL30_20_ugd	O1/O2v1	O1ab	none	Very high	99.83%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26	-	OmpK36-43%	-	-	-	-	ST34-1LV	2	1	6	1	9	7	4	92	15	121	129	11	298	332	2	11	4	160	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541464	Klebsiella pneumoniae	strong	97	301988	1076032	5345670	no	-	ST1193	0	1	8	15	-	0	-	0	-	0	-	0	-	0	-	wzi22	KL22	K22	none	Perfect	100.00%		O1/O2v1	O2a	none	Very high	98.69%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;strA.v1*;strB.v1*	-	-	qnrS1	-	mphA	CatB4.v1?;catII.2*	-	sul1;sul2	-	-	dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	-	-	-	-	-	ST1193	2	83	2	1	9	4	135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541466	Klebsiella pneumoniae	strong	609	99476	347211	7092565	no	total_size	ST2174-1LV	1	3	11	18	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	-	KL2	K2	?-+	Good	99.73%	KL2_03_wzi,KL2_13	O1/O2v1	O1ab	?-	Good	99.96%	O1/O2v1_03_wbbM,O1/O2v1_06_wbbO	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA*;sat-2	-	-	qnrS1	-	-	CatB4.v1?	arr-2	sul1?	tet(A).v1;tet(D)	-	dfrA1.v1;dfrA14.v2*	OXA-1;SCO-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48;VIM-1	SHV-28^	-	-	PmrB-2%	ParC-80I	rmtF?-0%	aac(6')-IIc?-41%;aph(6)-Id.v2?-0%	ST2174-1LV	125	6	1	1*	1	1	1	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1541470	Klebsiella pneumoniae	strong	134	384869	1416154	5778320	no	-	ST23	5	2	1	1	ybt 1; ICEKp10	47	clb 2	29	iuc 1	1	iro 1	2	rmp 1; KpVP-1	127	rmpA2_5-54%	wzi1	KL1	K1	none	Very high	100.00%		O1/O2v2	O1ab	none	Very high	99.13%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	SHV-11^	35Q	-	-	-	-	-	ST23	2	1	1	1	9	4	12	2	2	2	2	2	6	6	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	1	4	1	1	2	63	2	-
